UniqueCount	AmbigCount
0	1883
5	1765
2	1773
2	1777
0	1772
0	360
0	78
4	415
6	3579
2	3563
56	1279
22	512
24	20
2	13
0	57
0	1850
71	1634
1	666
7	1458
2	1642
0	1459
0	1659
0	1712
0	1685
0	1737
0	1533
54	176
1	262
1	165
0	35
2	338
0	65
0	103
4	281
1	273
6	201
1	44
0	10
4	9
0	1
113	186
10	357
11	50
1	321
4	0
0	19
0	10738
0	10746
391	10364
24	5129
5	147
2	1907
4	907
2	511
55	1555
1	608
10	440
2	1160
113	1850
8	1101
28	1081
25	463
21	22
9	8060
0	7269
36	8328
48	1281
1	2364
1	1056
1	1440
0	766
0	17
1	149
6	0
1	2
0	2
2	2
0	1
0	2
0	2
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
8	35
0	0
0	0
26	91
1	0
1	7
0	2
0	1
0	0
0	1
0	2
0	1
0	0
0	1
0	2
0	1
0	0
0	2
0	0
0	0
1	70
0	7
0	1
0	0
0	2
0	0
0	0
6	310
0	18
0	3
0	7
0	7
0	6
0	290
1	10
0	240
0	17
0	30
0	21
0	30
0	21
1	56
0	40
0	25
0	13
0	10
0	34
0	9
17	173
0	270
0	44
0	191
1	196
2	19
35	3
22	3
3	190
0	313
1	307
0	308
0	150
75	300
0	130
0	197
0	211
3	243
5	195
0	128
0	186
2	1
1	0
0	0
1622	80
0	0
0	24
3	56
3	28
2	0
2	24
30	0
0	0
2	27
0	4
7	1
11	33
0	11
8	14
0	16
9	15
1	4
0	1
0	1692
0	261
0	2084
2	685
15	47
4	1303
28	557
312	948
16	325
0	587
0	283
0	271
0	30
0	11
1	4
1	4
1	2
8	2
1	187
4	171
0	171
0	204
0	138
0	0
4	0
5	127
0	80
4	593
0	521
0	377
2	101
7	30
8	6
7	14
2	61
1	142
5	53
0	0
1	11
0	0
132	0
1	98
0	19
102	170
6	51
40	113
1	64
0	754
1	923
10	955
0	920
0	803
1	2243
0	1663
4	540
0	597
214	772
301	2127
0	2051
0	223
8	737
6	2
6	334
9	6
18	0
1	47
0	48
0	310
0	326
0	335
0	318
0	75
0	326
0	72
0	24
0	14
0	33
0	321
2	18
1	298
0	47
0	48
0	5
0	5
0	1
2	1
0	0
0	0
0	0
0	0
32	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	9
0	0
2	0
0	0
0	0
0	0
6	10
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
24	645
13	796
5	77
8	584
1	76
0	116
9	33
0	0
41	0
251	1578
0	1578
52	417
34	417
125	101
2	195
0	99
0	54
1	21
0	163
0	129
0	34
0	9
0	9
0	3
0	9
0	9
1	0
0	2
0	2
0	3
0	3
0	9
0	2
1	0
0	2
0	0
0	1
0	13
0	205
124	307
2	18
0	0
1	215
3	182
2	29
1	70
0	24
0	19
4	33
0	0
0	0
1	6
0	1
1	6
558	141
4	124
3	40
1	0
25	2
276	415
1	26
1	58
8	58
0	21
0	35
0	191
0	22
0	40
0	16
1	50
0	14
0	280
0	282
2	277
5	276
2	274
0	274
0	270
0	270
0	17
4	4
0	35
3	470
4	482
30	460
0	1
4	67
7	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
15	4
0	0
1	7
0	0
1	0
3	5
0	0
0	0
0	0
0	48
0	48
0	139
0	153
1	158
0	115
2	6
0	5
4	7
0	87
0	16
0	325
3	3311
0	1
3	892
1	48
7	9
0	3386
0	3393
0	676
0	729
100	920
3	128
0	3284
0	1
1	70
6	3090
0	1093
2	2
71	339
2	10
0	0
2	9
0	4
0	9
0	0
0	2592
3614	5736
67	5736
0	5548
3	4296
0	3868
0	2601
0	2593
0	0
3	24
0	1
2	80
0	2
2	83
0	0
0	0
0	2
0	4
219	395
0	12
9	335
1	106
11	9
0	4
0	0
68	0
0	91
0	86
1	86
0	86
0	84
0	84
0	92
0	95
0	43
0	0
0	3
5	110
0	0
0	0
2	80
0	0
0	0
18	0
0	2
0	0
0	0
0	0
0	0
3	2
0	0
0	0
0	2
0	3
0	0
0	0
0	2
0	0
0	0
0	22
0	1
0	21
0	779
222	1066
0	590
1	659
0	655
0	603
0	507
0	372
0	240
3	474
0	285
0	213
0	406
13	443
7	23
2	246
0	200
0	167
12	221
0	21
0	32
0	35
0	35
0	35
0	35
0	35
0	20
0	28
0	31
1	31
0	31
0	19
0	0
327	250
0	28
2	11
0	0
0	0
1	6
0	4
0	0
0	0
0	0
0	0
0	167
2	142
4	559
0	148
61	366
37	235
0	214
0	110
0	2411
73	2578
0	397
1	373
13	317
2	135
286	25
0	25
44	169
3	1
0	152
7	257
0	99
3	84
10	82
0	10
8	322
0	140
5	480
1	271
0	62
10	85
0	64
0	22
1	49
1	30
0	20
4	19
0	0
0	12
0	0
0	0
4	0
33	84
0	76
1	99
0	125
1	48
0	69
1	78
0	57
0	51
0	0
0	51
0	50
0	19
2	7
0	0
0	0
0	0
0	0
0	0
0	0
10	1
3	0
2	0
0	44
0	34
0	6
1572	275
38	279
13	0
2	58
0	16
0	215
0	213
0	215
0	209
2	3
0	0
1	1
4	2
0	10
192	295
125	147
13	209
133	99
0	74
2	1
0	3
1	0
0	1080
1	320
40	1532
6	1509
1	1015
2	531
0	1474
0	1260
30	562
1	913
1	0
1	0
11	1
1	1
0	1
0	0
6	6
0	18
0	0
0	0
0	0
0	0
0	3
0	0
0	9
0	9
0	0
0	8
0	3
2	4982
3	4945
0	128
0	998
8	2996
3	2727
0	203
1	118
13	266
30	33
16	34
7	16
0	23
45	12
12	12
2	57
2	4
0	0
0	0
0	5
0	3
1	14
0	4
0	5
0	0
0	0
0	0
0	0
64	7691
39	6290
0	1770
0	0
4	798
22	790
11	203
8	60
1	0
0	0
1	15
5	0
0	0
0	2
0	11
9	21
1	11
4	9
0	10
0	0
0	0
47	59
0	1
9	9
0	9
0	9
0	12
0	9
0	6
0	5
0	1
0	0
128	154
0	0
0	5
12	44
0	0
0	0
0	1
0	1
0	0
0	0
0	0
656	876
2	820
0	421
30	26
0	14
0	26
0	17
0	0
0	0
74	190
2	3
16	16
1	61
0	53
0	0
0	12
4	13253
0	13485
289	13839
27	0
0	0
4	1
7	16
0	7109
0	7360
21	202
34	484
3	1596
4	738
53	1470
29	1596
0	44
0	0
6	24
0	0
177	167
0	5
2	162
2	107
0	83
8	80
93	329
0	319
15	259
1	37
0	2
4	80
97	280
0	195
5	21
1	0
0	0
0	0
0	18
0	37
13	347
40	340
72	1425
28	124
325	1336
0	0
0	0
1	23
0	181
0	170
5	165
2	69
1	0
15	252
0	31
75	324
0	605
42	980
2	0
4	294
0	836
0	828
0	828
0	0
0	11
0	30
0	7
0	31
0	31
0	203
0	25
1	1401
7	35
11	751
1046	3962
0	1224
5	909
3	1299
7	212
3	1438
3	415
0	0
0	5
0	1
0	10
4	17
0	1
4	16
0	10
0	8
0	0
0	8
0	1
319	366
0	27
0	39
25	81
0	9
152	42
2	42
0	1
1	0
67	166
0	5
11	86
1	5
0	163
0	4
12	117
5	31
0	11
0	0
0	0
3	11
0	8
0	10
0	0
0	9
1	0
0	499
92	3479
0	2310
0	784
0	881
1	1160
0	318
1	684
3	727
0	1005
0	555
2	1780
0	1034
0	263
0	761
0	814
0	516
0	847
6	132
0	385
0	297
0	299
0	194
1	96
0	121
0	30
0	68
0	288
0	662
0	464
0	125
2	61
3	74
0	237
1	167
0	159
98	0
55	151
0	143
0	0
0	12
0	0
6	110
139	248
1	52
1	47
1	147
0	40
0	995
20	1066
42	522
1	35
5	16
1	110
0	135
0	38
0	79
14	27
2	54
0	123
0	2
0	1
11	773
620	833
0	120
6	147
0	99
15	60
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	1
313	83
1	42
3	20
18	14
0	0
0	0
0	0
0	4
0	4
6	6
25	7
1	6
0	3
0	0
0	0
0	317
0	77
0	496
3	135
0	479
0	101
0	319
0	132
5	56
85	387
1	78
0	158
2	310
0	310
0	240
0	217
0	198
0	108
3	137
10	124
11	55
50	106
4	1325
3	817
2	799
118	51
2	1028
9	1543
7	1196
1	1672
0	765
0	1032
0	658
0	869
0	323
33	229
0	30
0	23
0	30
0	23
0	20
0	12
1	70
0	1016
0	1019
4	842
0	36
1	618
6	39
7	0
11	40
0	31
0	2
0	425
2	433
5	175
0	132
0	37
0	35
1	48
2	20
13	17
0	1
22	15
0	1
0	5
0	5
0	1
0	0
0	0
0	0
0	0
0	0
412	1450
0	1450
31	1194
0	291
7	135
2	181
4	203
397	870
1	78
1	128
0	54
11	485
11	3154
10	68
8	3313
0	26
1	192
4	139
0	0
0	177
111	422
27	393
0	340
2	0
5	49
5	195
0	0
3	122
0	0
0	390
0	402
0	193
0	0
0	1
12	406
1	357
0	0
0	877
0	15596
3	15113
0	0
0	458
1	0
0	0
0	1879
0	1875
0	2
0	6
0	1459
0	539
0	217
0	30
0	842
1	8
0	18
0	19
0	501
0	5
0	2
2	0
293	84
1	9
1	0
1	76
0	0
11	1
3	0
0	0
0	0
0	0
0	0
14	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	23
0	23
0	23
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
1	305
0	2404
17	2112
2	213
0	31
0	11
1	2377
0	2290
0	15
0	56
0	73
0	48
3	6
0	0
0	79
0	0
0	0
0	0
29	82
0	79
0	56
0	0
3	183
0	20
0	183
0	56
3	19
0	13
0	35
0	34
0	9
0	34
0	32
0	35
0	0
0	0
0	0
1	0
0	23
0	0
0	4
0	0
0	2
0	2
0	0
0	0
0	0
0	2
2	7
0	2
0	2
0	0
4	2
0	2
0	21
0	0
0	0
0	21
0	30
0	2
0	0
0	0
50	78
10411	3842
39	3842
2	4
1	138
0	2
0	5
0	0
0	0
2	5
0	0
0	0
0	0
0	0
55	343
0	347
0	240
0	309
0	66
0	192
0	118
0	139
0	84
1	52
1	25
3	101
0	389
0	400
0	400
1	121
0	0
1	80
0	13
3	0
0	7
3	28
0	46
94	52
7	31
2	283
0	0
1	0
688	324
0	28
0	3
0	159
0	11
1	0
0	178
0	0
46	1589
10	1589
0	101
1	5
0	5
1	12
7	413
55	39
1	0
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	114
0	0
0	0
0	114
0	0
0	0
0	0
6	253
0	70
0	0
0	0
1	91
21	256
5	32
131	24
3865	428
0	140
0	208
1	159
1	0
7	187
3	148
0	162
0	666
1	567
0	642
0	152
9	4
0	56
2	41
20	33
4	15
6	132
0	98
1	26
2	141
2	86
0	1
0	0
0	0
0	0
5	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	6
0	0
0	4
0	2
0	0
0	0
0	1
1	93
14	92
0	24
0	12
2	11
0	9
1	0
1	1
1	1
39	4
0	4
0	2
503	233
10	170
0	170
10	99
1	14
3	2510
5	656
22	2478
0	283
0	55
0	328
0	625
37	2443
0	382
1	26
0	0
0	417
0	1
0	0
1	4
0	1
12	1764
0	325
0	664
17	0
2	1539
0	166
2	117
0	1313
0	585
49	1677
0	337
13	74
49	43
78	117
0	47
2	58
9	44
0	5
2	4
29	53
24	0
0	36
2	5
0	0
2	0
0	0
0	1
0	1861
0	818
9	939
9	11
2	139
41	118
71	24
1	0
6	480
1	604
21	643
84	660
56	290
21	258
2	82
0	16
19	31
0	8
0	0
3	2
1	101
1	2
1	0
0	3
1	0
0	8
10	55
5	0
0	0
5	40
0	47
0	33
2	2
0	1
0	1
0	1
0	0
0	0
5	6
0	0
0	0
0	4
0	5
0	0
2	53
3	68
17	68
16	3
2	0
237	401
0	296
2	154
1	70
0	6
94	70
5	48
6	46
34	41
5	30
0	62
12	55
0	0
0	1
0	1
0	1
0	0
0	0
0	1
2	497
1	411
0	490
8	227
0	151
0	52
4	84
0	20
0	120
0	7
0	16
0	95
0	48
0	42
0	34
158	1017
6	197
0	195
1	531
0	582
3	424
0	416
0	138
469	1205
0	774
21	845
0	374
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	469
2737	1172
290	92
0	603
140	553
11	0
0	36
689	836
0	171
0	631
0	426
0	397
0	0
0	428
19	429
0	350
2	14
8	21
3	152
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	173
0	34
0	69
0	72
0	31
0	1
0	3
0	0
0	0
529	184
0	43
0	134
11	153
721	3389
33	508
10	1491
31	348
0	256
0	41
0	253
1	32
2	101
1	22
9	345
9	616
0	1239
0	54
0	15
2	819
0	0
7	9
48	547
7	349
0	516
0	391
4	100
0	15
0	11
0	63
1	9
0	0
8	27
0	14
0	9
0	8
212	64
0	0
1	14
1	1
0	0
0	0
0	5
6	0
3	0
72	283
0	250
0	116
0	65
0	0
2	61
5	220
2	217
0	179
0	185
0	118
31	12
72	4720
13	5643
4	5437
11	4162
0	3422
8	1330
0	773
0	1039
18	1160
0	1
0	0
0	0
4	418
0	36
6	138
3	609
3	7
0	246
2	414
0	365
10	249
5	9
0	155
0	98
0	16
0	281
19	11
0	7
0	9
0	9
0	38
0	7
0	38
1	38
0	7
0	38
0	5
0	38
0	9
0	38
2	0
2	314
5	214
0	197
0	1
0	71
1	52
1	15
1	21
0	0
0	0
286	77
0	6
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	4
5	20
0	7
0	0
0	0
0	23
6	23
7	16
0	0
0	0
3	0
37	0
0	0
0	1
0	1
0	1
4	48
1	0
2	0
0	0
0	0
0	0
4	24
0	3
0	0
0	0
0	0
0	0
27	20
0	12
514	0
0	0
0	0
544	1313
16	1313
295	1471
0	0
31	1392
71	1169
0	1243
0	2484
0	2459
0	2484
2	75
0	308
1	212
0	0
0	7
0	7
0	8
0	8
0	8
0	4
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	3947
303	3518
1	558
15	205
3	488
2	1055
3	814
1	312
185	328
6	330
1	129
0	11
1	148
1	3
2	1492
0	1787
0	1804
28	1697
0	1599
1	117
0	0
1	135
1	0
5	451
0	218
10	107
0	40
0	0
0	0
2	0
1	0
1	0
20	4
1209	3402
3	3337
15	296
2	2300
0	2031
6	2164
7	1465
0	216
0	387
1	257
9	0
0	163
12	107
0	98
42	0
0	2
0	0
0	1
0	1
17	14
0	29
0	0
0	100
1	4
8	258
18	4
1	6
0	229
2	23
0	241
2	116
0	3
0	0
0	110
0	58
0	29
162	6756
1	906
0	5892
0	5466
4	5183
0	1349
21	3815
9	0
0	12
0	12
0	12
0	9
0	12
0	10
0	10
0	9
0	2
0	0
0	0
0	0
0	0
0	1275
1	1459
135	712
2	72
11	1194
7	156
0	19
11	94
0	108
0	86
69	480
3	104
0	83
0	111
0	26
0	0
8	7
0	2
1	1
1	47
30	22
0	2
0	4
1	3
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	207
0	1
0	1
0	0
3	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
1	218
0	142
2	236
0	75
1	73
16	75
0	134
13	214
0	53
0	49
3	8823
165	8831
117	2685
4	2283
1	1870
2	8
2	0
0	0
6	8
0	0
0	0
0	0
0	85
1	5
1	1375
0	1460
0	194
0	1461
4	0
0	0
0	0
0	0
15	71
0	35
0	71
2	11
0	11
0	7
0	10
0	36
0	20
0	36
0	13
0	33
13	33
3	37
0	0
2	46
0	6
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
48	657
21	657
0	6
0	0
0	18
0	0
1	96
7	199
122	152
0	493
0	493
0	169
1	43
6	14
0	0
0	0
0	0
6	14
0	3
139	2
0	1
4	5
175	2031
0	2065
1	1036
4	2112
0	2085
0	1371
0	1223
0	529
2	311
0	500
0	62
47	248
11	248
0	3
2	19
42	19
0	9
0	5
0	0
0	3
11	4
51	28
6	4
0	24
1	17
0	17
0	0
0	4
0	8
0	13
0	7
0	1
0	7
0	7
0	3
0	1
0	0
0	0
0	1
5	2
132	45
0	2
2	0
43	151
0	98
9	55
19	47
6	34
0	14
0	0
663	17545
3	671
5	17415
118	7858
30	14881
1	962
0	962
0	553
1	31
13	147
2	1
79	571
9	29
1	550
216	992
0	278
1	299
4	435
0	459
5	470
1	355
3	96
4	778
0	422
0	107
0	116
0	107
0	34
1	113
2	16
0	47
0	54
0	18
0	26
0	27
0	25
0	4
3	10
0	15
0	3
3	381
0	293
0	364
0	230
6	85
6	46
8	117
1	20
1	3
472	0
211	94
12	4
0	0
0	0
0	15
1	163
2621	1046
7	1035
0	38
138	864
0	819
1	835
4	470
1	180
15	461
0	322
562	734
0	726
424	560
0	322
21	275
1	133
8	34
20	129
1	17
0	0
0	0
0	26
0	26
0	0
0	2
3	2
1	0
70	190
0	25
0	26
0	11
0	6
3	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	37
0	34
15	73
2	20
0	7
0	3
0	0
0	1
0	1
0	0
0	0
0	248
567	248
4	38
4	115
3	205
1	24
10	33
7	824
1	726
0	722
0	722
829	1264
0	203
0	820
0	145
0	132
1	39
0	96
0	250
0	49
0	0
0	49
0	0
0	0
0	96
1	79
2	1934
1	114
0	223
0	82
104	230
0	1534
3	178
0	1309
0	1809
0	914
0	133
0	98
3	113
4	199
0	308
7	126
5	120
0	15
7	69
3	92
274	424
0	73
0	424
0	21
0	0
12	3317
3	3317
0	1847
0	383
1	0
1	5
4	0
0	0
0	0
1	1
0	1
0	0
2	48
778	1296
9	1204
3	87
10	121
10	3771
0	2264
55	7838
0	2270
0	1273
15	5643
186	5405
0	4445
0	630
0	630
9	624
0	3855
0	700
4	485
0	413
0	414
3	0
23	51
64	63
14	94
1	244
0	249
0	84
13	83
0	94
0	91
0	84
0	96
0	91
12	78
109	69
25	137
48	124
206	89
114	50
23	140
1580	2642
4	1458
1	1493
8	1853
14	812
1	21
0	49
0	48
0	49
0	2
0	2
0	48
0	47
0	49
0	47
0	110
0	0
0	326
114	350
0	27
24	1436
2	4
67	1434
0	23
38	112
2	361
0	383
5	0
0	319
0	345
0	261
4	4
2	33
8	261
2	21
0	97
4	109
0	635
7	655
0	649
0	33
0	485
0	78
0	16
1	6
1	6
17	12
0	118
0	645
0	90
0	84
0	569
0	101
0	212
39	40
0	241
0	132
0	148
0	387
2	596
0	43
0	75
0	633
0	159
0	140
1	120
2	633
46	654
0	95
9	544
0	17
0	29
0	3
5	31
0	26
161	72
0	0
7	24
0	147
0	0
0	0
0	450
0	422
41	426
0	391
0	325
0	98
2	47
0	0
167	463
1	462
0	0
0	40
0	34
0	16
0	44
0	47
0	0
0	0
0	0
3	0
0	0
0	0
16	21
0	0
0	0
0	0
0	0
0	1
0	270
0	32
8	269
1	161
8	874
0	0
0	0
1	25
12	66
0	60
0	12
0	18
0	2
0	1
0	40
0	8
0	4
0	1
0	39
0	8
0	38
2	39
0	2
0	2
0	1
0	4
0	0
1	4
0	1
0	1
0	1
0	0
0	0
0	0
0	21
6	50
4	354
0	322
0	378
0	180
0	3
0	293
0	0
0	245
2	3
7	22
3590	8109
54	7366
9	1552
0	1918
7	848
0	1887
0	1064
6	1679
1	1089
0	1094
11	1120
0	1644
0	384
0	298
0	253
15	191
0	245
2	110
4041	1827
68	166
3	1855
0	28
1	30
0	8
0	5
0	0
1	9
0	5
0	6
0	0
0	1
0	1
0	1
0	71
0	71
11	71
0	36
3	36
0	15
0	7
0	21
0	30
8	31
0	11
0	277
1	79
0	2
3	24
1	106
0	137
0	91
13	73
3	16
1	280
0	52
0	40
0	45
0	18
0	24
0	27
0	37
0	64
0	35
3	13
0	29
0	35
0	44
0	190
2	22
0	19
5	0
22	337
32	1505
5	2528
2	1065
1	2755
0	4991
0	2746
20	5538
83	2592
97	1266
0	0
0	16
0	178
0	6706
0	265
2	6417
0	5165
3	424
6	6720
8	532
3	3337
21	6792
3	522
1	5005
12	40
0	342
8	131
0	0
4	71
1	376
9	176
1	979
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	3506
0	269
6	4315
0	2858
0	77
0	3185
0	1578
0	4272
0	270
5	53
1	172
11	105
0	404
1	1667
1	343
6	1550
52	1476
6	14
1	104
1	323
2	37
9	322
0	60
1	0
7295	3282
15	3169
27	1402
7	1226
371	193
9	5
0	2
328	247
2	97
5	70
0	67
1	2
1	41
224	86
0	45
0	209
1	0
533	257
0	207
11	29
0	17
0	17
0	26
0	0
0	0
8	0
0	0
1	0
3	457
113	696
0	88
0	119
8	246
0	40
0	0
0	11
0	110
0	0
1	1
2	2877
3	2788
0	0
3	2083
82	2451
1	232
1	1
0	586
0	586
0	600
0	586
0	31
0	219
0	141
0	291
0	173
0	14
5	35
38	520
29	518
3	1388
0	1702
0	1770
22	1746
13	62
57	1645
224	1171
0	378
1	410
0	688
94	659
1	29
0	70
0	155
1	156
1	48
0	129
2	20
2	9
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
5	0
5033	1001
0	964
0	2
7	0
2	275
20	275
0	6
0	3
0	7
183	13972
0	13867
7	13448
59	10341
0	4700
80	1316
0	1207
1	26
0	0
46	607
2	609
6	593
1	1
0	1
0	1
0	5
0	2
0	5
0	0
0	0
0	0
72	160
0	84
2	52
0	51
0	138
0	64
3	0
0	0
4	11
739	167
0	157
0	101
0	0
5	3
4	14
6	0
0	0
18	866
6	661
1	874
0	424
0	0
0	83
4	6350
21	4929
33	3356
4	291
10	866
0	989
571	6775
1	991
0	539
8	5221
732	3584
372	863
0	235
0	798
0	689
0	343
2	25
3	24
0	10
0	14
3	4
0	20
2	0
1138	39
7	36
1	751
0	727
0	742
0	222
1	175
0	75
12	167
2	0
1	45
0	1
4	443
1	0
7	2
2	0
11	10545
0	10545
6	3343
3	202
17	1466
0	1439
12	30
2	158
0	134
10	429
164	400
31	128
447	389
116	38
2	0
383	0
0	156
136	232
0	194
0	23
0	35
1	18
158	557
1	45
1	410
14	99
2	233
0	0
0	7
1	260
0	0
0	0
0	166
0	379
135	400
0	96
0	0
2	89
1	383
24	408
0	3
3	1
0	100
1	356
0	199
2	135
0	2
0	91
0	0
0	41
0	28
20	20
44	234
7	70
1	93
1	214
0	229
1	33
0	24
0	68
0	59
4	160
0	101
0	62
0	169
6	315
0	222
12	258
8	267
1	95
3	124
0	113
5	0
0	1
0	125
0	137
0	0
0	0
0	0
12	91
20	59
0	5
49	706
4	669
19	234
3	0
3	1
0	0
0	0
268	383
1	198
1	202
0	215
0	0
0	241
0	1219
1	1239
1	1183
15	862
1	258
0	79
0	187
1	142
0	0
30	64
0	10
0	0
0	7459
0	7453
0	633
0	3217
3	2744
15	3109
1	7447
48	2203
0	5
0	0
26	1126
1	7
1	118
1	274
2	4962
0	120
0	434
0	429
0	0
56	2099
67	2186
1	843
0	161
1	239
25	255
0	13
0	25
0	0
15	61
0	20
0	21
0	49
0	28
0	19
1	5
0	22
0	15
1	1
0	13
0	13
1	13
0	12
