UniqueCount	AmbigCount
0	664
0	783
0	845
0	290
4	217
3	194
0	655
0	227
0	0
0	256
0	237
0	162
0	177
0	307
1	34
4	82
3	325
0	169
0	154
0	251
0	231
1	232
0	29
9	14
0	144
30	0
1	220
2	204
5	148
0	154
0	155
0	100
0	79
0	87
0	83
0	23
0	12
1	1
3	69
145	97
4	36
16	0
0	469
2	468
0	326
1	99
0	111
5	57
0	25
0	0
2	31
0	18
1	23
0	25
1	22
0	25
0	4
0	4
4	6
0	0
0	0
1	534
169	512
1	512
1	519
15	69
0	19
0	0
104	1808
4	1834
11	1204
12	2164
7	3662
1	2345
0	1546
1	2697
0	2772
0	1225
0	1497
0	525
6	448
8	399
3	431
0	879
46	80
4	304
8	27
0	121
1	136
2	371
23	409
0	25
0	17
0	383
6	391
0	144
27	478
1	218
37	408
36	36
32	237
0	8
1	86
93	166
0	14
0	14
0	14
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	102
0	1
3	3
7	247
46	258
3	31
37	186
45	136
1	218
0	216
0	209
0	209
0	9
3	31
0	19
0	1
0	1
2	1
140	1190
5	879
0	358
475	143
31	369
0	0
55	0
73	2
1	403
0	410
0	356
0	412
63	424
0	392
0	435
14	127
0	28
1	400
0	25
0	329
0	28
0	7
0	40
0	410
14	290
0	19
0	369
17	357
4	9
10	9
1	350
14	74
3	38
0	29
6	90
0	172
0	135
8	92
0	36
4	37
2	32
4	2
7	25
1	26
0	24
0	18
0	22
0	16
4	5
2	6
88	1884
1	1851
0	1688
0	1582
1	1487
1	1467
0	1467
0	1466
0	326
0	72
3	459
4	3002
2	2987
48	1178
19	540
32	13
4	9
0	28
0	1634
140	1449
0	541
5	1266
1	1480
0	1323
0	1492
0	1543
0	1510
0	1588
0	1404
43	144
3	260
1	149
0	23
2	276
3	48
0	103
10	293
2	291
7	233
1	45
0	15
7	7
3	2
70	187
11	382
18	74
9	357
9	0
0	17
0	7604
0	7621
321	7373
30	3954
1	156
0	1675
3	845
0	516
48	1432
2	568
7	419
0	1009
114	1382
7	821
45	797
35	359
13	18
11	5883
0	5290
23	6120
65	958
1	1864
0	874
0	1146
0	583
0	13
0	138
1	0
2	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	29
0	0
0	0
5	83
1	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	57
0	3
0	0
0	0
0	0
0	0
0	0
4	254
0	25
0	4
0	6
0	6
0	2
0	237
0	12
0	213
0	19
0	30
0	22
0	30
1	22
1	54
1	38
0	25
0	16
0	15
0	32
0	6
79	143
0	221
0	45
2	172
1	155
1	18
47	3
17	2
1	144
0	297
3	218
1	227
0	119
54	235
0	95
0	147
0	169
8	191
5	142
0	87
0	140
0	1
1	0
0	0
1198	58
0	0
0	16
3	42
6	30
0	0
1	29
27	0
0	0
4	30
0	6
0	0
8	34
0	11
5	8
0	10
7	21
0	2
0	0
0	1321
0	229
0	1657
1	580
10	41
1	1059
40	471
302	757
5	251
0	473
0	225
0	216
1	47
0	21
2	9
1	11
1	9
16	1
2	195
2	174
0	174
2	223
1	143
2	0
2	0
5	138
0	81
1	537
0	476
0	370
4	95
8	25
3	13
9	9
2	56
0	134
2	60
0	6
0	17
0	0
112	0
1	51
0	15
93	172
3	22
22	62
0	70
0	754
2	934
10	956
0	934
2	807
0	2129
0	1531
3	602
0	651
224	775
250	2147
0	1982
0	233
8	680
8	0
7	324
9	11
23	0
2	79
0	70
0	357
0	374
0	390
0	363
0	110
0	375
0	112
0	43
0	31
0	55
0	358
1	27
5	327
0	45
0	49
0	10
0	10
1	1
2	1
0	1
0	0
0	0
0	0
39	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	2
0	2
1	2
0	0
0	0
0	12
0	1
0	0
0	0
0	1
0	0
10	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
41	632
9	785
7	56
13	612
0	63
1	100
3	33
0	0
16	0
227	1064
1	1064
41	334
24	335
139	83
2	175
0	72
0	42
0	20
1	143
0	117
0	36
0	14
0	13
0	2
0	13
0	13
0	0
0	1
0	1
0	1
0	2
0	14
0	1
0	0
0	2
0	0
0	0
0	9
0	206
118	329
0	12
0	1
3	252
3	219
4	37
0	76
0	23
3	15
2	29
0	1
0	1
3	3
0	1
0	3
502	150
4	123
2	42
2	0
32	3
205	431
1	18
2	67
6	59
0	23
3	33
0	195
1	16
0	54
1	19
2	53
0	24
1	215
0	218
2	210
7	212
4	211
1	211
0	210
0	205
0	27
6	8
1	27
5	462
14	478
81	454
0	0
8	58
6	27
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	5
18	8
0	0
0	11
0	0
0	0
3	8
0	0
0	0
0	0
1	37
0	40
1	131
0	146
1	150
0	117
1	2
0	7
1	2
0	82
0	10
3	396
4	3809
0	1
5	1093
2	84
12	29
0	3881
0	3885
0	837
0	902
128	1117
0	169
0	3770
3	6
2	100
5	3532
0	1341
5	2
124	411
1	3
0	0
0	2
0	1
0	3
0	0
0	2402
3492	5340
81	5344
0	5158
1	4012
0	3629
0	2403
0	2401
1	0
4	32
0	3
2	104
1	1
7	97
0	2
0	1
0	7
0	2
217	411
0	13
11	340
7	107
20	12
0	5
0	0
64	0
0	54
0	53
0	53
0	53
0	49
0	49
0	56
0	57
0	38
2	0
0	1
1	117
0	0
0	0
3	73
0	0
0	0
25	4
0	5
0	0
0	0
0	0
0	0
0	1
0	3
0	3
0	4
0	5
0	4
0	3
0	2
0	0
0	1
0	18
0	1
1	17
0	750
252	1034
0	629
2	687
0	681
0	649
0	545
0	384
0	236
5	484
0	294
0	226
0	420
10	402
3	26
1	232
0	213
0	183
12	238
1	23
0	47
0	50
0	50
0	50
0	51
0	51
0	32
0	43
0	44
2	45
0	45
0	32
0	0
315	251
0	30
4	14
0	0
1	0
1	4
0	3
0	0
0	0
0	0
0	0
5	162
2	150
6	426
0	103
57	265
33	162
0	145
1	80
0	1719
78	1842
0	366
0	301
18	287
1	140
199	38
0	38
41	160
3	0
1	142
1	216
0	90
8	91
8	80
0	18
8	285
0	131
7	458
0	281
0	60
5	85
0	81
1	16
4	55
1	48
0	32
6	25
0	0
0	16
0	0
0	0
10	0
17	62
1	66
1	75
4	105
1	45
0	58
0	65
0	52
1	31
0	0
0	35
1	33
0	15
0	5
0	0
0	0
0	0
0	0
0	0
0	0
8	0
3	0
0	0
0	25
0	15
0	3
1275	201
52	212
14	0
2	39
0	14
0	115
0	114
0	115
0	115
1	0
1	0
0	4
2	1
0	7
6	21
1	3
0	4
132	126
0	98
0	3
0	6
2	0
0	985
6	356
44	1411
4	1407
0	914
2	528
1	1350
0	1133
11	584
3	854
1	0
3	2
14	13
0	10
0	4
0	4
2	10
0	7
0	0
0	0
0	0
0	0
1	3
0	0
0	9
0	9
0	0
0	6
0	0
1	2795
5	2775
1	46
0	553
10	1936
4	1806
0	106
1	64
15	150
18	31
13	37
7	10
0	26
29	11
22	11
1	44
0	3
0	0
0	0
0	2
0	0
1	4
0	4
0	4
0	0
0	0
1	2
0	0
65	7882
69	6388
0	1874
0	0
11	851
43	838
28	197
6	59
2	0
0	0
1	7
5	4
0	0
0	8
0	17
19	19
3	19
4	17
0	17
0	0
1	0
41	57
1	8
14	13
0	12
0	12
0	15
0	13
0	10
0	9
0	2
0	0
85	140
1	1
2	5
15	53
0	0
0	0
1	0
0	0
0	0
0	0
0	0
736	1108
3	1050
0	505
23	19
0	10
0	19
0	14
0	0
0	0
71	182
0	1
15	12
0	39
0	36
0	0
0	5
0	8928
0	9145
242	9423
23	0
1	0
7	0
7	9
0	5265
0	5495
21	147
41	384
0	1216
10	529
40	1107
23	1216
0	33
0	0
7	35
0	0
148	159
0	9
8	150
0	94
0	69
6	64
96	282
0	273
10	220
1	22
9	2
9	84
96	290
0	211
5	21
0	0
0	0
0	0
2	17
0	27
14	435
49	421
68	1044
9	110
155	956
1	0
0	0
1	16
3	160
0	126
5	164
4	38
0	0
17	143
1	16
42	256
0	538
37	776
1	2
6	229
0	649
0	646
0	643
1	0
0	9
0	23
0	3
0	28
0	28
0	182
0	21
3	1306
12	39
19	669
839	3506
0	1118
2	858
3	1278
9	209
8	1173
1	376
0	0
0	1
0	1
0	8
0	12
0	5
5	16
0	15
0	10
0	1
0	10
2	0
340	392
0	40
0	51
28	100
1	12
142	32
1	32
0	0
0	0
48	111
0	2
8	62
0	2
0	112
0	3
2	79
1	29
0	10
0	0
0	0
2	7
0	8
0	13
0	0
1	13
0	0
0	596
100	3739
0	2563
0	955
0	1064
1	1307
2	385
3	770
6	861
0	1187
0	653
0	1967
0	1232
0	351
0	954
0	989
0	637
0	992
5	157
0	470
0	345
0	365
0	257
0	140
0	144
0	27
0	55
0	311
0	668
0	501
0	139
4	75
3	59
0	281
0	201
0	142
95	0
36	103
0	96
0	0
2	17
0	0
1	67
87	187
1	33
1	38
0	118
1	43
0	1017
11	1088
47	498
1	21
8	33
0	141
0	140
0	41
0	93
24	22
5	43
1	135
1	0
0	0
7	605
607	659
0	103
2	99
1	67
12	54
0	13
0	2
0	2
0	0
0	0
0	0
0	0
0	0
317	90
0	67
5	28
20	14
1	0
0	0
0	0
5	1
0	1
4	5
56	16
3	13
0	11
0	2
0	0
0	361
0	99
0	541
4	183
0	516
1	137
0	362
1	120
2	93
101	337
1	80
1	166
0	251
0	251
0	187
0	168
0	162
0	97
2	115
9	108
6	46
87	111
11	1171
4	715
4	683
171	58
0	919
7	1335
4	1034
2	1422
0	715
0	867
0	619
0	779
0	308
14	200
0	35
0	14
0	35
0	14
0	30
0	17
0	73
4	1203
0	1202
10	1032
0	37
1	791
9	43
7	1
13	52
0	42
0	7
0	499
0	522
4	148
2	220
0	61
1	59
2	71
8	27
3	8
0	2
5	4
0	1
1	1
0	1
0	0
0	0
0	0
0	0
1	0
0	0
268	1082
0	1080
31	917
0	182
11	98
3	126
3	134
317	566
1	60
0	95
0	29
3	323
5	1684
3	35
6	1764
0	14
0	109
1	73
0	0
0	206
115	428
18	382
1	331
0	0
4	52
11	177
0	0
1	112
0	0
0	338
0	358
0	168
0	0
0	0
9	362
0	314
0	0
0	858
5	12585
3	12175
0	0
1	490
0	0
0	0
0	1860
0	1858
0	10
1	16
0	1372
1	574
0	219
0	35
0	656
0	5
0	20
0	20
0	356
1	12
0	3
3	0
236	80
0	6
0	0
0	78
1	0
15	4
2	0
0	0
0	0
0	0
0	0
3	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	27
0	27
0	27
0	27
0	2
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	22
2	199
0	1984
10	1782
0	156
0	22
0	8
0	1935
0	1893
0	7
0	39
0	61
0	29
1	8
0	0
0	44
0	0
0	0
0	0
16	55
0	44
0	33
0	0
1	93
0	18
0	93
0	33
2	11
0	5
0	28
0	27
0	8
0	27
0	27
0	29
0	0
0	0
0	0
0	0
0	16
0	0
0	6
0	0
0	3
0	3
0	1
0	2
0	0
0	1
0	5
0	1
0	6
0	0
3	5
0	3
0	13
0	0
0	0
0	15
1	28
0	0
0	1
0	0
44	78
6843	2791
11	2791
1	4
5	114
0	1
0	4
0	1
0	1
1	10
0	2
0	2
0	2
0	0
31	246
0	254
0	169
0	231
0	48
0	148
0	107
1	99
0	71
1	45
0	13
8	122
0	429
0	438
0	441
1	130
0	0
2	87
0	17
0	0
0	11
3	32
0	42
102	39
11	29
1	267
0	3
0	0
700	385
2	35
1	11
0	194
1	17
2	0
0	184
0	0
43	1365
11	1365
0	89
4	4
1	4
3	15
2	313
26	29
0	1
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	111
0	0
0	0
0	111
0	0
0	0
0	0
3	228
0	75
0	0
0	0
1	91
13	208
3	16
128	21
2633	322
0	112
0	197
1	144
0	0
6	99
1	95
0	114
0	551
0	471
0	531
0	112
10	3
1	38
3	22
15	26
1	14
6	119
0	84
2	27
2	129
2	73
0	0
0	0
0	0
0	0
1	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	9
0	2
0	4
0	3
0	0
0	0
0	4
0	132
17	128
0	48
2	29
4	23
0	23
6	1
2	1
1	1
31	3
1	3
0	1
429	220
6	152
1	152
6	102
0	7
3	2093
1	534
33	2050
0	227
0	53
0	268
0	505
20	2010
0	300
0	26
0	0
1	348
0	0
0	1
2	5
0	1
9	1822
0	355
0	737
17	3
6	1600
0	218
2	146
0	1373
3	660
42	1728
0	351
24	81
35	26
70	111
1	51
2	65
11	30
3	6
1	3
0	19
16	3
0	27
2	4
0	0
0	2
1	0
0	4
0	1968
1	1074
12	1162
6	19
3	121
34	88
74	36
0	0
4	404
6	531
55	592
67	620
91	355
54	317
9	134
0	18
24	17
0	24
0	1
10	4
0	108
2	4
8	2
0	2
0	0
0	24
2	37
2	0
0	0
0	23
0	27
0	22
3	2
1	1
0	1
0	1
0	0
0	0
12	9
0	3
0	0
0	5
0	2
0	0
2	42
5	74
23	75
38	2
0	0
177	313
0	240
0	125
0	56
0	9
140	64
1	44
4	57
41	39
3	21
1	42
7	37
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	503
0	428
0	508
5	223
0	145
1	59
6	101
0	29
0	135
1	15
0	32
2	91
0	41
0	41
0	38
103	885
2	136
1	134
0	504
0	494
6	364
0	365
2	150
795	2920
0	1743
124	1927
3	1029
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
4	426
1799	921
115	82
0	429
59	369
12	0
0	23
466	639
0	123
0	493
0	481
0	451
0	0
0	493
26	493
1	404
5	20
6	16
7	139
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	1
0	198
0	56
0	109
0	114
0	53
0	11
0	14
0	0
0	0
490	190
0	52
2	123
10	92
645	2563
28	299
12	939
25	209
0	150
1	26
0	176
0	30
1	74
5	16
12	243
3	519
0	1119
0	35
1	20
1	772
0	4
12	6
40	481
5	270
2	458
0	377
1	70
0	18
0	13
0	70
0	9
0	2
10	20
0	20
1	13
0	11
248	80
1	3
1	31
3	3
0	7
0	7
5	4
6	2
1	0
73	344
0	309
1	159
0	79
0	0
4	106
0	188
6	186
0	151
0	155
0	98
22	7
69	3602
4	4242
9	4114
15	3171
0	2692
14	1134
0	694
0	854
19	988
0	0
0	0
0	0
2	408
0	48
4	109
10	572
10	6
0	226
1	389
1	367
12	245
9	8
0	167
0	109
1	15
0	284
8	9
0	7
0	12
0	9
0	50
0	5
0	50
0	50
0	7
0	50
0	2
0	50
0	10
0	50
5	0
1	268
2	189
0	141
0	5
0	84
3	52
0	15
0	24
0	0
0	0
268	93
0	9
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4
0	0
0	0
0	0
0	0
0	0
0	2
5	15
1	3
0	0
0	0
1	9
2	9
11	22
0	1
1	1
10	0
64	0
0	0
0	1
0	1
0	1
4	56
0	0
0	0
0	0
0	0
0	0
5	19
0	4
0	0
0	0
0	0
0	0
22	11
0	2
435	0
0	0
0	0
345	884
10	884
268	1033
0	0
41	1014
83	897
0	856
0	2556
0	2519
0	2556
7	86
0	339
9	208
0	0
0	7
0	7
0	7
0	7
0	7
0	2
0	2
1	2
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
9	3605
359	3166
0	551
15	247
0	519
7	1036
7	787
0	331
242	388
7	390
7	146
0	16
0	157
0	2
1	1084
0	1242
0	1276
18	1220
0	1178
0	65
0	0
0	112
1	0
1	339
0	209
6	95
0	30
0	0
0	0
1	1
1	0
3	0
4	7
936	2832
0	2775
13	210
0	2017
0	1788
13	1917
11	1311
4	231
0	321
1	226
13	0
0	150
5	89
0	84
34	0
0	0
0	0
0	0
0	0
22	20
0	34
0	0
0	164
0	8
10	362
15	14
2	15
0	308
3	40
0	331
3	183
0	4
0	0
0	182
0	90
0	40
92	2801
0	441
0	2359
0	2298
6	2252
0	593
11	1491
1	0
0	6
0	7
0	7
0	6
0	7
3	7
0	7
0	5
0	2
0	1
0	0
0	0
0	0
0	1305
1	1453
177	649
1	49
6	1237
4	136
0	19
16	114
0	128
0	106
127	558
4	125
0	104
0	127
0	27
0	0
7	13
0	1
2	0
4	52
23	27
0	5
0	6
0	6
0	0
0	2
0	1
0	0
0	0
0	0
0	2
0	1
0	1
0	215
2	1
0	1
0	0
2	2
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	2
0	0
0	2
0	2
4	276
0	193
1	318
1	117
0	105
9	116
0	175
10	280
1	67
0	74
4	7196
81	7205
98	2286
6	1910
3	1526
4	11
1	0
1	0
6	7
0	0
0	0
0	0
0	40
1	1
2	1757
0	1874
0	285
0	1882
1	0
0	0
0	0
0	0
4	58
0	33
0	58
0	4
0	4
0	3
0	8
0	20
2	11
0	20
0	10
0	23
12	26
1	27
0	0
0	29
0	7
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
34	641
23	641
0	9
0	0
0	16
0	0
1	82
1	190
92	157
3	564
1	564
0	237
1	75
4	18
0	0
0	0
0	0
6	15
0	4
47	1
0	0
3	4
163	1996
0	2010
0	967
9	2062
0	2021
0	1367
0	1207
0	498
2	244
1	539
0	81
32	211
15	211
0	1
1	8
25	8
0	3
0	2
0	0
0	2
10	3
69	37
9	4
0	33
1	19
1	19
0	0
0	0
0	8
0	22
0	7
0	4
0	19
0	18
0	4
0	4
0	1
0	7
0	3
1	2
104	31
0	2
1	0
50	151
1	84
13	67
14	47
0	42
0	20
0	0
925	19197
3	710
5	19014
136	8479
27	15936
1	775
0	775
0	505
0	16
14	104
3	1
59	508
10	46
1	479
169	740
0	217
0	212
1	302
0	336
9	348
0	269
5	68
1	578
0	299
0	98
0	114
0	106
0	32
0	111
0	6
0	50
0	51
0	20
0	33
0	33
0	31
1	11
2	11
0	22
0	4
7	380
0	296
1	346
0	222
8	113
4	57
16	138
1	15
0	1
447	0
318	80
14	5
2	0
0	0
0	10
1	154
2190	1039
10	1025
0	33
108	800
0	742
0	798
3	497
0	206
15	486
0	330
477	762
0	774
548	598
0	327
20	323
0	146
3	48
18	175
2	27
0	0
3	0
0	19
0	19
0	1
0	2
5	6
0	0
97	219
0	49
0	45
0	21
1	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	45
0	46
0	42
7	88
4	23
0	12
0	4
0	1
0	3
0	2
2	0
0	0
3	265
492	278
5	64
2	146
3	220
5	45
7	35
7	751
1	657
0	630
0	649
608	1086
0	204
0	741
0	150
0	120
0	46
0	79
0	219
0	42
0	0
0	42
0	0
0	0
0	96
3	74
0	1496
2	112
0	192
0	69
132	223
0	1238
2	158
0	1085
0	1380
0	802
0	120
0	89
1	108
3	202
0	271
12	97
6	93
0	6
3	46
7	79
208	379
3	67
0	379
0	20
0	0
5	2513
6	2511
0	1462
0	313
0	0
0	14
5	0
2	0
0	0
0	0
0	0
0	0
1	38
548	1028
4	959
2	64
8	99
7	2738
0	1647
33	5975
0	1405
0	908
2	4226
88	3942
0	3168
0	454
0	466
13	468
0	3338
0	653
0	493
0	394
0	388
3	0
36	52
0	17
0	0
0	91
0	91
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	48
6	33
8	58
0	58
96	55
45	33
6	61
734	1338
5	763
2	728
3	901
3	446
0	9
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	83
0	0
0	304
107	340
0	39
23	1272
1	6
76	1260
2	17
41	115
2	310
1	333
1	0
0	293
0	326
0	256
2	2
3	42
10	245
7	16
1	69
3	90
0	583
12	599
0	600
0	50
0	444
1	78
0	17
0	2
1	2
20	25
0	141
0	636
1	106
0	95
1	562
0	121
0	235
66	60
0	236
0	150
1	182
0	404
1	574
0	48
0	87
1	630
0	200
0	169
2	135
7	625
67	648
1	90
11	534
0	16
0	36
0	0
7	31
1	33
224	68
0	0
6	21
0	129
0	0
0	0
0	349
0	329
37	344
0	313
0	272
0	88
0	43
0	0
124	449
2	447
0	0
0	34
0	29
0	11
0	53
0	65
0	0
0	0
0	1
0	1
0	0
0	0
21	24
0	0
0	0
0	0
0	0
0	0
0	281
0	51
4	276
4	190
4	741
0	0
0	0
1	21
25	67
0	60
0	12
0	16
0	1
0	1
0	13
0	4
0	2
0	2
0	13
0	5
0	12
0	13
0	0
1	2
0	2
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
1	15
3	56
2	399
0	391
0	430
0	235
0	3
0	323
0	0
2	263
1	1
16	31
1598	3897
43	3598
8	1216
1	2345
6	952
0	2306
0	1245
10	2048
2	1273
0	1280
15	1318
2	2022
0	503
0	374
1	318
24	211
1	292
4	144
5406	2044
95	482
1	2066
0	22
1	25
3	9
0	5
0	0
1	5
0	2
0	3
0	1
0	1
0	3
0	1
1	168
0	168
12	164
0	99
9	101
2	27
1	11
0	43
0	47
9	33
0	10
1	314
3	79
0	2
0	28
0	124
0	155
0	109
6	70
4	18
0	323
1	58
0	48
0	45
0	21
0	29
0	37
0	39
0	58
0	32
3	15
1	43
0	38
0	64
0	216
4	30
2	7
11	0
54	293
34	1317
3	2032
0	883
1	2130
0	3719
0	2166
12	4193
77	1972
87	980
0	0
0	21
0	153
0	5082
0	242
1	4838
0	4026
1	380
7	5111
3	471
9	2781
15	5173
5	461
1	3946
17	31
0	281
7	107
0	0
1	46
1	318
4	148
0	642
0	0
0	0
0	0
0	0
0	0
0	0
6	1
0	2487
0	224
6	2874
0	2099
0	68
1	2325
0	1273
0	2813
0	246
5	39
0	135
10	71
1	285
1	1037
0	257
6	961
22	881
14	23
0	71
15	258
2	47
15	257
2	68
0	1
4901	2308
12	2224
22	1070
7	826
347	130
3	8
0	3
330	261
3	106
1	82
0	71
0	2
0	32
197	70
2	37
2	165
1	0
457	214
0	163
3	22
1	16
0	16
0	16
0	0
0	1
4	0
0	0
4	0
0	300
73	461
0	63
0	98
3	163
0	26
0	0
0	12
0	128
0	0
2	1
1	2038
1	1974
0	0
0	1514
88	1758
0	163
2	1
0	462
0	463
0	458
0	462
0	39
0	185
0	129
0	238
0	135
0	12
12	39
36	385
40	389
3	1270
0	1528
0	1598
47	1549
10	78
67	1475
165	978
0	329
0	325
0	511
62	484
1	12
0	69
1	128
0	129
0	40
0	115
2	17
5	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
4152	957
1	925
0	4
11	0
0	180
12	180
0	0
1	2
2	4
200	13404
0	13304
10	12851
60	10488
0	5162
91	1487
0	1385
1	29
0	0
38	492
4	491
8	488
0	0
0	2
0	2
0	5
0	2
0	5
0	0
0	0
0	0
61	146
0	79
6	55
1	59
0	130
0	75
1	0
0	0
7	8
557	160
0	148
10	110
1	0
8	2
6	17
5	0
1	0
20	769
3	592
0	773
0	373
0	0
0	72
2	4512
7	3354
24	2237
1	267
9	796
0	854
452	4881
0	879
0	485
2	3585
537	2194
310	860
0	251
1	786
5	672
0	315
0	29
0	27
0	10
1	19
1	6
0	26
1	0
929	49
9	46
2	661
0	643
0	658
0	208
2	156
0	56
13	136
2	0
1	44
1	1
0	397
0	0
2	1
2	0
6	8068
0	8068
5	2802
1	176
19	1411
0	1380
14	30
3	161
0	132
10	378
105	353
26	118
404	345
89	34
3	0
239	0
2	162
121	250
0	206
0	22
0	34
0	13
132	492
0	36
1	355
8	95
3	206
0	0
0	7
0	227
0	0
0	0
0	138
0	283
110	350
0	89
0	0
2	81
1	288
28	355
0	6
4	0
0	87
2	256
2	161
4	110
0	0
0	83
0	1
0	32
0	24
16	22
29	201
14	70
0	82
0	199
0	212
3	28
0	13
0	45
1	74
5	160
0	87
0	45
0	162
13	318
0	237
19	256
7	251
1	100
5	112
1	113
2	0
0	0
0	133
0	144
0	0
0	1
0	1
11	74
11	75
0	1
38	536
7	512
18	202
1	0
0	1
0	0
0	0
202	322
0	161
0	170
0	168
0	0
0	211
0	944
1	968
0	922
15	715
1	233
0	64
0	174
0	143
0	0
26	52
1	5
0	0
0	6074
0	6069
0	573
0	2855
3	2471
19	2762
1	6066
48	2006
0	1
0	0
28	1026
1	4
0	95
0	265
2	3797
1	95
0	293
0	288
1	0
26	1505
72	1553
4	683
1	129
0	206
12	212
0	9
1	20
0	0
13	76
0	30
0	19
0	66
0	35
1	31
0	15
0	49
0	32
1	4
0	27
0	29
0	28
0	23
2	8
0	6
0	1
0	0
3	0
0	1
0	3
0	3
0	3
